ID_long,h_type,room_cnt_os.x,p01_plc_2,p02_plc_2,p03_plc_2,p04_plc_2,p05_plc_2,p06_plc_2,p07_plc_2,p08_plc_2,p09_plc_2,p010_plc_2,p011_plc_2,p012_plc_2,p01_plcrec_2,p02_plcrec_2,p03_plcrec_2,p04_plcrec_2,p05_plcrec_2,p06_plcrec_2,p07_plcrec_2,p08_plcrec_2,p09_plcrec_2,p010_plcrec_2,p011_plcrec_2,p012_plcrec_2,p01_rel_2,p02_rel_2,p03_rel_2,p04_rel_2,p05_rel_2,p06_rel_2,p07_rel_2,p08_rel_2,p09_rel_2,p010_rel_2,p011_rel_2,p012_rel_2,p01_age,p02_age,p03_age,p04_age,p05_age,p06_age,p07_age,p08_age,p09_age,p010_age,p011_age,p012_age,fam_size2,race2,pr_hh,pr_pop_hh,no_year_site2,no_year_city2,rent_os_grss,ann_inc_sum,rent_ut,hh_brdn_rent,hh_brdn_rent_ut,room_cnt_os,ovrcrwd,ovr_grp
3568916831-61080-017_3568916831-61080-018,Rooming,1.5,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,16,50,299,NA,299,NA,NA,1.5,0.666666667,1.00 or less
3568916831-61080-019_3568916831-61080-020,Rooming,2.5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,7,11,572,2605.2,572,21.95608782,21.95608782,2.5,0.8,1.00 or less
3568916831-61080-021_3568916831-61080-022,Rooming,NA,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,H,Son,Son,Son,Daughter,Son,NA,NA,NA,NA,NA,NA,39,17,16,13,11,9,NA,NA,NA,NA,NA,NA,6,Negro,0,0,0.666666667,32,78,NA,78,NA,NA,NA,NA,NA
3568916831-61080-023_3568916831-61080-024,Rooming,1,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Negro,0,0,3,43,338,NA,338,NA,NA,1,1,1.00 or less
3568916831-61080-025_3568916831-61080-026,Rooming,2,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,45,38,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,4,7,711.88,2704,711.88,26.32692308,26.32692308,2,2,1.51 or more
3687345238-61083-001_3687345238-61083-002,Rooming,1.5,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,3,0.67,6,863.2,2340,863.2,36.88888889,36.88888889,1.5,2,1.51 or more
3687345238-61083-003_3687345238-61083-004,Rooming,2,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Daughter,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,2,9,NA,2184,NA,NA,NA,2,1.5,1.01 to 1.50
3687345238-61083-005_3687345238-61083-006,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687345238-61083-007_3687345238-61083-008,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687345238-61083-010_3687345238-61083-011,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687345238-61083-012_3687345238-61083-013,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687345238-61083-014_3687345238-61083-015,Rooming,2,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,32,28,6,5,NA,NA,NA,NA,NA,NA,NA,NA,4,White,1,4,NA,2.5,NA,7500,NA,NA,NA,2,2,1.51 or more
3687345238-61083-016_3687345238-61083-017,Rooming,2,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,43,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,0.33,15,NA,4160,NA,NA,NA,2,1.5,1.01 to 1.50
3687345238-61083-018_3687345238-61083-019,Rooming,1,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,1.5,1.5,NA,4316,NA,NA,NA,1,2,1.51 or more
3687345238-61083-020_3687345238-61083-021,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687345238-61083-022_3687345238-61083-023,Rooming,2,China,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Asia,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,35,40,8,4,NA,NA,NA,NA,NA,NA,NA,NA,4,Oriental,0,0,1,13,NA,1560,NA,NA,NA,2,2,1.51 or more
3687346103-61084-001_3687346103-61084-002,Rooming,1.5,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,Head,Daughter,Daughter,Son of 3,Daughter of 3,NA,NA,NA,NA,NA,NA,NA,50,15,21,4,1,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,2,2,863.2,NA,863.2,NA,NA,1.5,3.333333333,1.51 or more
3687346103-61084-003_3687346103-61084-004,Rooming,1.5,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,1,NA,572,2496,572,22.91666667,22.91666667,1.5,1.333333333,1.01 to 1.50
3687346103-61084-005_3687346103-61084-006,Rooming,1.5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,0.583333333,2,863.2,NA,863.2,NA,NA,1.5,1.333333333,1.01 to 1.50
3687346103-61084-007_3687346103-61084-008,Rooming,1.5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,4,NA,790.4,NA,790.4,NA,NA,1.5,1.333333333,1.01 to 1.50
3687346103-61084-009_3687346103-61084-010,Rooming,1.5,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,26,26,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,1,8,683.8,2860,683.8,23.90909091,23.90909091,1.5,2.666666667,1.51 or more
3687346103-61084-011_3687346103-61084-012,NA,1.5,PR,PR,USA,USA,USA,USA,NA,NA,NA,NA,,,PR,PR,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Daughter,Son,Daughter,NA,NA,NA,NA,NA,NA,26,26,6,4,2,1,NA,NA,NA,NA,NA,NA,6,Puerto Rican,1,6,9,4,686.4,3120,686.4,22,22,1.5,4,1.51 or more
3687346103-61084-013_3687346103-61084-014,Rooming,1.5,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,32,28,13,11,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,3,10,738.4,NA,738.4,NA,NA,1.5,2.666666667,1.51 or more
3687346103-61084-015_3687346103-61084-016,Rooming,1.5,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,478.4,NA,478.4,NA,NA,1.5,0.666666667,1.00 or less
3687346103-61084-017_3687346103-61084-018,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,239.2,NA,239.2,NA,NA,NA,NA,NA
3687346103-61084-019_3687346103-61084-020,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,327.6,NA,327.6,NA,NA,1,1,1.00 or less
3687346103-61084-021_3687346103-61084-022,Rooming,1,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Mother,Brother,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,32,60,33,1,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,3.5,5,670.8,5252,670.8,12.77227723,12.77227723,1,4,1.51 or more
3687346103-61084-023_3687346103-61084-024,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,410.8,NA,410.8,NA,NA,NA,NA,NA
3687346643-61085-001_3687346643-61085-002,Rooming,1,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,39,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,1,1,NA,NA,NA,NA,NA,1,3,1.51 or more
3687346643-61085-003_3687346643-61085-004,Rooming,1.5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,3,6,NA,NA,NA,NA,NA,1.5,1.333333333,1.01 to 1.50
3687346643-61085-005_3687346643-61085-006,Rooming,1.5,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,4,5,NA,3120,NA,NA,NA,1.5,2.666666667,1.51 or more
3687346643-61085-007_3687346643-61085-008,Rooming,4,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Husband,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,6,12,NA,8172,NA,NA,NA,4,0.5,1.00 or less
3687346643-61085-009_3687346643-61085-010,Rooming,1.5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wife,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,0.33,35,NA,3848,NA,NA,NA,1.5,1.333333333,1.01 to 1.50
3687346643-61085-011_3687346643-61085-012,Rooming,1.5,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Niece,Son,NA,NA,NA,NA,NA,NA,NA,NA,32,30,7,2,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,0.67,6,NA,NA,NA,NA,NA,1.5,2.666666667,1.51 or more
3687346643-61085-013_3687346643-61085-014,Rooming,1,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,1.00 or less
3687346643-61085-015_3687346643-61085-016,Rooming,1.5,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,1,2,NA,2392,NA,NA,NA,1.5,2,1.51 or more
3687346643-61085-017_3687346643-61085-018,Rooming,1.5,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,27,22,4,3,2,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,4,8,NA,1976,NA,NA,NA,1.5,3.333333333,1.51 or more
3687346643-61085-019_3687346643-61085-020,Rooming,1,Spain,Spain,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,1,39,NA,NA,NA,NA,NA,1,2,1.51 or more
3687346643-61085-021_3687346643-61085-022,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3687347049-61086-001_3687347049-61086-002,Rooming,2,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,5.5,10,NA,4940,NA,NA,NA,2,1,1.00 or less
3687347049-61086-003_3687347049-61086-004,Rooming,1.5,PR,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Daughter,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,25,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,NA,NA,863.2,NA,863.2,NA,NA,1.5,2.666666667,1.51 or more
3687347049-61086-005_3687347049-61086-006,Rooming,2,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Father,Mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,62,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,2,9,988,3484,988,28.35820896,28.35820896,2,1.5,1.01 to 1.50
3687347049-61086-007_3687347049-61086-008,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,312,NA,312,NA,NA,NA,NA,NA
3687347049-61086-009_3687347049-61086-010,Rooming,2.5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son of 2,Daughter of 2,Son of 2,Daughter,NA,NA,NA,NA,NA,NA,38,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,6,NA,NA,331.2,3120,331.2,10.61538462,10.61538462,2.5,2.4,1.51 or more
3687347049-61086-011_3687347049-61086-012,Rooming,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,717.6,NA,717.6,NA,NA,NA,NA,NA
3687347049-61086-013_3687347049-61086-014,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,273,NA,273,NA,NA,NA,NA,NA
3687347049-61086-015_3687347049-61086-016,Rooming,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,273,NA,273,NA,NA,NA,NA,NA
3687347049-61086-017_3687347049-61086-018,Rooming,1.5,PR,PR,PR,PR,USA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,Son,NA,NA,NA,NA,NA,NA,NA,39,29,5,3,1,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,3,4,863.2,NA,863.2,NA,NA,1.5,3.333333333,1.51 or more
3687347049-61086-019_3687347049-61086-020,Rooming,1,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,26,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,1,7,863.2,2600,863.2,33.2,33.2,1,4,1.51 or more
3687347049-61086-021_3687347049-61086-022,Rooming,1.5,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,33,34,13,2,0,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,3.5,5,1040,960,1040,108.3333333,108.3333333,1.5,3.333333333,1.51 or more
3687347309-61087-001_3687347309-61087-002,Rooming,2.5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,55,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,18,20,537,3380,615,15.88757396,18.19526627,2.5,1.2,1.01 to 1.50
3687347309-61087-003_3687347309-61087-004,Rooming,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,720,NA,720,NA,NA,NA,NA,NA
3687347309-61087-005_3687347309-61087-006,Rooming,2.5,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,9,25,696,3120,696,22.30769231,22.30769231,2.5,0.8,1.00 or less
3687347309-61087-007_3687347309-61087-008,Rooming,2.5,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Father,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,0.33,0.33,960,7300,1080,13.15068493,14.79452055,2.5,0.8,1.00 or less
3687347309-61087-009_3687347309-61087-010,Rooming,3,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,2,2.5,NA,4160,NA,NA,NA,3,0.666666667,1.00 or less
3687347309-61087-011_3687347309-61087-012,Rooming,2.5,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,0.42,61,614.04,3718,686.04,16.51533082,18.45185584,2.5,0.4,1.00 or less
3687347309-61087-013_3687347309-61087-014,Rooming,2,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,15,16,528,3640,564,14.50549451,15.49450549,2,0.5,1.00 or less
3687347309-61087-015_3687347309-61087-016,Rooming,2.5,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,7,11,900,5000,1026,18,20.52,2.5,0.8,1.00 or less
3687350085-61088-001_3687350085-61088-002,NA,2.5,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,16,NA,540,NA,540,NA,NA,2.5,0.4,1.00 or less
3687350085-61088-003_3687350085-61088-004,Rooming,2,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,1,10,1040,2704,1040,38.46153846,38.46153846,2,1.5,1.01 to 1.50
3687350085-61088-005_3687350085-61088-006,NA,1,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,23,74,546,1800,786,30.33333333,43.66666667,1,1,1.00 or less
3687350085-61088-007_3687350085-61088-008,Apartment,2.5,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,Head,Daughter,Son,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,34,8,7,4,3,NA,NA,NA,NA,NA,NA,NA,5,Negro,0,0,3,10,600,NA,600,NA,NA,2.5,2,1.51 or more
3687350085-61088-009_3687350085-61088-010,Apartment,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Puerto Rican,1,1,NA,NA,600,NA,600,NA,NA,2.5,0.4,1.00 or less
