ID_long,h_type,room_cnt_os.x,p01_plc_2,p02_plc_2,p03_plc_2,p04_plc_2,p05_plc_2,p06_plc_2,p07_plc_2,p08_plc_2,p09_plc_2,p010_plc_2,p011_plc_2,p012_plc_2,p01_plcrec_2,p02_plcrec_2,p03_plcrec_2,p04_plcrec_2,p05_plcrec_2,p06_plcrec_2,p07_plcrec_2,p08_plcrec_2,p09_plcrec_2,p010_plcrec_2,p011_plcrec_2,p012_plcrec_2,p01_rel_2,p02_rel_2,p03_rel_2,p04_rel_2,p05_rel_2,p06_rel_2,p07_rel_2,p08_rel_2,p09_rel_2,p010_rel_2,p011_rel_2,p012_rel_2,p01_age,p02_age,p03_age,p04_age,p05_age,p06_age,p07_age,p08_age,p09_age,p010_age,p011_age,p012_age,fam_size2,race2,pr_hh,pr_pop_hh,no_year_site2,no_year_city2,rent_os_grss,ann_inc_sum,rent_ut,hh_brdn_rent,hh_brdn_rent_ut,room_cnt_os,ovrcrwd,ovr_grp
3262906930-60996-001_3262906930-60996-002,Apartment,5,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter of 2,Son of 2,Daughter of 2,Daughter,NA,NA,NA,NA,NA,NA,49,48,20,18,15,8,NA,NA,NA,NA,NA,NA,6,White,0,0,13,48,567,6240,687,9.086538462,11.00961538,5,1.2,1.01 to 1.50
3262906930-60996-003_3262906930-60996-004,Apartment,5,PR,PR,PR,PR,PR,PR,PR,PR,USA,NA,,,PR,PR,PR,PR,PR,PR,PR,PR,USA,NA,NA,NA,H,Wife,Daughter,Son,Daughter,Daughter,Daughter,Son,Son,NA,NA,NA,34,30,10,8,7,7,5,4,2,NA,NA,NA,9,Puerto Rican,1,9,1.5,4,841.2,5408,841.2,15.55473373,15.55473373,5,1.8,1.51 or more
3262906930-60996-005_3262906930-60996-006,Apartment,5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,3,10,675.96,2600,768.36,25.99846154,29.55230769,5,0.4,1.00 or less
3262906930-60996-007_3262906930-60996-008,Apartment,5,CostaRica,Nicaragua,Nicaragua,Nicaragua,NA,Nicaragua,Nicaragua,USA,NA,NA,,,Lat. Am.,Lat. Am.,Lat. Am.,Lat. Am.,NA,Lat. Am.,Lat. Am.,USA,NA,NA,NA,NA,H,Wife,Son,Son,Son,Sister of 2 Mother,Daughter,Son,NA,NA,NA,NA,30,34,10,8,3,37,9,1,NA,NA,NA,NA,8,other,0,0,2,5,684.72,4680,684.72,14.63076923,14.63076923,5,1.6,1.51 or more
3262906930-60996-009_3262906930-60996-010,Apartment,5,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,20,57,525.6,2340,597.6,22.46153846,25.53846154,5,0.2,1.00 or less
3262906930-60996-011_3262906930-60996-012,Apartment,5,USA,Nicaragua,Nicaragua,Nicaragua,USA,NA,NA,NA,NA,NA,,,USA,Lat. Am.,Lat. Am.,Lat. Am.,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,34,32,15,12,2,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,3,8,565.56,6240,565.56,9.063461538,9.063461538,5,1,1.00 or less
3262906930-60996-013_3262906930-60996-014,Apartment,5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,54,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,31,59,591,7748.96,699,7.626829923,9.02056534,5,0.6,1.00 or less
3262906930-60996-015_3262906930-60996-016,Apartment,5,PR,PR,PR,PR,PR,PR,PR,PR,PR,USA,,,PR,PR,PR,PR,PR,PR,PR,PR,PR,USA,NA,NA,H,Wife,Daughter,Daughter,Daughter,Daughter,Daughter,Son,Son,Daughter,NA,NA,36,34,17,15,14,12,10,9,7,5,NA,NA,10,Puerto Rican,1,10,0.038461538,6,660,NA,660,NA,NA,5,2,1.51 or more
3262907180-60997-001_3262907180-60997-002,Apartment,5,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,H,Brother in Law,Son,Neice,Nephew,Nephew,NA,NA,NA,NA,NA,NA,35,28,40,7,5,10,NA,NA,NA,NA,NA,NA,6,Puerto Rican,1,6,NA,NA,600,4420,690,13.57466063,15.61085973,5,1.2,1.01 to 1.50
3262907180-60997-003_3262907180-60997-004,Apartment,6,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,6,2,1,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,4,10.5,600,4160,600,14.42307692,14.42307692,6,0.833333333,1.00 or less
3262907180-60997-005_3262907180-60997-006,Apartment,6,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,28,29,7,4,2,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,4,8,595.32,2600,595.32,22.89692308,22.89692308,6,0.833333333,1.00 or less
3262907180-60997-007_3262907180-60997-008,Apartment,6,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,2,28,467.4,2080,467.4,22.47115385,22.47115385,6,0.166666667,1.00 or less
3262907180-60997-009_3262907180-60997-010,Apartment,6,PR,PR,USA,USA,USA,USA,NA,NA,NA,NA,,,PR,PR,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Daughter,Son,Daughter,NA,NA,NA,NA,NA,NA,35,46,18,10,8,5,NA,NA,NA,NA,NA,NA,6,Puerto Rican,1,6,17,40,455.4,NA,719.4,NA,NA,6,1,1.00 or less
3262907180-60997-011_3262907180-60997-012,Apartment,6,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,46,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,15,46,NA,4500,NA,NA,NA,6,0.5,1.00 or less
3262907180-60997-013_3262907180-60997-014,Apartment,6,Greece,Greece,USA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,55,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,28,43,495,7690.8,597,6.436261507,7.762521454,6,0.5,1.00 or less
3262907180-60997-015_3262907180-60997-016,Apartment,6,Greece,Greece,USA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,18,38,483,3380,483,14.28994083,14.28994083,6,0.5,1.00 or less
3262907343-60998-001_3262907343-60998-002,Apartment,5,Cuba,Cuba,NA,NA,NA,NA,NA,NA,NA,NA,,,Caribbean,Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,3,8,566.88,2600,650.88,21.80307692,25.03384615,5,0.4,1.00 or less
3262907343-60998-003_3262907343-60998-004,Apartment,5,Italy,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,11,40,489.6,4500,573.6,10.88,12.74666667,5,0.4,1.00 or less
3262907343-60998-005_3262907343-60998-006,Apartment,5,PR,PR,PR,PR,USA,USA,USA,USA,USA,USA,,,PR,PR,PR,PR,USA,USA,USA,USA,USA,USA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,42,14,13,12,11,10,9,2,0,NA,NA,10,NA,1,10,5,7,651.96,2600,903.96,25.07538462,34.76769231,5,2,1.51 or more
3262907343-60998-007_3262907343-60998-008,Apartment,5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,43,42,17,13,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,3.5,38,641.04,NA,731.04,NA,NA,5,0.8,1.00 or less
3262907343-60998-009_3262907343-60998-010,Apartment,5,USA,Poland,Poland,USA,NA,NA,NA,NA,NA,NA,,,USA,Europe,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Father,Mother,Brother,NA,NA,NA,NA,NA,NA,NA,NA,41,78,73,37,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,20,41,513.6,NA,513.6,NA,NA,5,0.8,1.00 or less
3262907343-60998-011_3262907343-60998-012,Apartment,5,Greece,Greece,Greece,Greece,Greece,NA,NA,NA,NA,NA,,,Europe,Europe,Europe,Europe,Europe,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Son,Son,NA,NA,NA,NA,NA,NA,NA,42,34,13,12,4,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,1.5,2.5,594.84,3360,678.84,17.70357143,20.20357143,5,1,1.00 or less
3262907343-60998-013_3262907343-60998-014,Apartment,5,Greece,Greece,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,9,18,489.6,4628,579.6,10.57908384,12.52376837,5,0.4,1.00 or less
3262907343-60998-015_3262907343-60998-016,Apartment,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,24,58,517.2,NA,517.2,NA,NA,5,0.2,1.00 or less
3262907343-60998-017_3262907343-60998-018,Apartment,5,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,16,69,517.2,7904,637.2,6.543522267,8.061740891,5,0.4,1.00 or less
3262908386-60999-001_3262908386-60999-002,Apartment,6,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Negro,0,0,41,41,594.84,4264,666.84,13.95028143,15.63883677,6,0.333333333,1.00 or less
3262908386-60999-003_3262908386-60999-004,Apartment,5,WestInd,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Negro,0,0,4,39,NA,NA,NA,NA,NA,5,0.2,1.00 or less
3262908386-60999-005_3262908386-60999-006,Apartment,3,HongKong,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Oriental,0,0,4,23,1080,NA,1080,NA,NA,3,0.333333333,1.00 or less
3262908386-60999-007_3262908386-60999-008,Apartment,5,PR,PR,PR,PR,PR,PR,PR,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Son,Daughter,Son,NA,NA,NA,NA,NA,33,24,8,6,3,2,5,NA,NA,NA,NA,NA,7,NA,1,7,NA,NA,517.2,NA,517.2,NA,NA,5,1.4,1.01 to 1.50
3262908386-60999-009_3262908386-60999-010,Apartment,5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,45,43,19,16,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,13,14,489.6,8670,579.6,5.647058824,6.685121107,5,0.8,1.00 or less
3262908386-60999-011_3262908386-60999-012,Apartment,5,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,6,6,651.84,1872,729.84,34.82051282,38.98717949,5,0.6,1.00 or less
3262908386-60999-013_3262908386-60999-014,Apartment,5,Austria,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,20,34,517.2,5200,589.2,9.946153846,11.33076923,5,0.4,1.00 or less
3262908386-60999-015_3262908386-60999-016,Apartment,5,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Son,Son,NA,NA,NA,NA,NA,NA,NA,49,43,17,15,13,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,5,10,571.2,4784,655.2,11.93979933,13.69565217,5,1,1.00 or less
3262908386-60999-017_3262908386-60999-018,Apartment,5,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,20,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,3,8,666.84,5720,768.84,11.65804196,13.44125874,5,0.6,1.00 or less
3262908386-60999-019_3262908386-60999-020,Apartment,5,PR,PR,PR,PR,PR,PR,PR,PR,NA,NA,,,PR,PR,PR,PR,PR,PR,PR,PR,NA,NA,NA,NA,Husband,Wife,Son,Son,Son,Son,Daughter,Son,NA,NA,NA,NA,44,38,21,28,16,18,15,14,NA,NA,NA,NA,8,Puerto Rican,1,8,7,13,517.2,9800,517.2,5.27755102,5.27755102,5,1.6,1.51 or more
3262908556-60100-001_3262908556-60100-002,Apartment,5,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,9,11,517.2,4420,613.2,11.70135747,13.87330317,5,0.4,1.00 or less
3262908556-60100-003_3262908556-60100-004,Apartment,5,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,31,22,11,0,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,NA,NA,517.2,4500,733.2,11.49333333,16.29333333,5,0.8,1.00 or less
3262908556-60100-005_3262908556-60100-006,Apartment,5,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,2,6,563.04,3744,647.04,15.03846154,17.28205128,5,0.6,1.00 or less
3262908556-60100-007_3262908556-60100-008,Apartment,5,Spain,PR,USA,USA,USA,USA,USA,NA,NA,NA,,,Europe,PR,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Daughter,Son,Son,NA,NA,NA,NA,NA,33,27,5,3,2,1,-1,NA,NA,NA,NA,NA,7,Puerto Rican mix,1,7,3,10,672.84,4212,762.84,15.97435897,18.11111111,5,1.4,1.01 to 1.50
3262908556-60100-009_3262908556-60100-010,Apartment,5,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,50,45,18,16,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,13,14,489.6,3484,777.6,14.05281286,22.31917336,5,0.8,1.00 or less
3262908556-60100-011_3262908556-60100-012,Apartment,5,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,Head,Husband,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,57,61,27,34,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,3,3,605.04,2068,689.04,29.25725338,33.31914894,5,0.8,1.00 or less
3262908556-60100-013_3262908556-60100-014,Apartment,5,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Mother of 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,1,5,594.84,5824,648.84,10.2135989,11.1407967,5,0.6,1.00 or less
3262908556-60100-015_3262908556-60100-016,Apartment,5,France,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,22,36,517.2,2912,589.2,17.76098901,20.23351648,5,0.6,1.00 or less
3262908556-60100-017_3262908556-60100-018,Apartment,5,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,30,24,6,5,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,5,10,578.88,3770,674.88,15.35490716,17.90132626,5,0.8,1.00 or less
3262908762-60101-001_3262908762-60101-002,Apartment,6,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,27,32,6,5,1,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,NA,NA,414,NA,414,NA,NA,6,0.833333333,1.00 or less
3262908762-60101-003_3262908762-60101-004,Apartment,6,PR,PR,PR,PR,PR,USA,USA,USA,NA,NA,,,PR,PR,PR,PR,PR,USA,USA,USA,NA,NA,NA,NA,H,Wife,Son,Daughter,Daughter,Son,Son,Son,NA,NA,NA,NA,40,32,16,13,8,3,3,2,NA,NA,NA,NA,8,Puerto Rican,1,8,4,6,NA,600,NA,NA,NA,6,1.333333333,1.01 to 1.50
3262908762-60101-005_3262908762-60101-006,Apartment,6,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,32,32,5,0,NA,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,10,11,555.48,2860,687.48,19.42237762,24.03776224,6,0.833333333,1.00 or less
3262908762-60101-007_3262908762-60101-008,Apartment,6,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,15,53,469.2,1300,580.2,36.09230769,44.63076923,6,0.5,1.00 or less
3262908762-60101-009_3262908762-60101-010,Apartment,6,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Son,Son,NA,NA,NA,NA,NA,NA,NA,51,51,20,17,14,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,NA,7,540,4680,780,11.53846154,16.66666667,6,0.833333333,1.00 or less
3262908762-60101-011_3262908762-60101-012,Apartment,6,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,50,29,12,6,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,2.5,10,547.56,NA,547.56,NA,NA,6,0.666666667,1.00 or less
3262908762-60101-013_3262908762-60101-014,Apartment,6,PR,PR,PR,PR,PR,PR,USA,NA,NA,NA,,,PR,PR,PR,PR,PR,PR,USA,NA,NA,NA,NA,NA,H,Wife,Mother of 2,Niece,H,Wife,Son,NA,NA,NA,NA,NA,53,46,66,20,31,30,4,NA,NA,NA,NA,NA,7,Puerto Rican,1,7,13,30,441.6,8216,591.84,5.374878286,7.203505355,6,1.166666667,1.01 to 1.50
3262908762-60101-015_3262908762-60101-016,Apartment,6,Colombia,Colombia,Colombia,Colombia,Colombia,NA,NA,NA,NA,NA,,,Lat. Am.,Lat. Am.,Lat. Am.,Lat. Am.,Lat. Am.,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Brother,W of 4,NA,NA,NA,NA,NA,NA,NA,44,31,16,31,21,NA,NA,NA,NA,NA,NA,NA,5,other,0,0,0.5,3.5,444.36,4004,571.68,11.0979021,14.27772228,6,0.833333333,1.00 or less
3262908762-60101-017_3262908762-60101-018,Apartment,6,PR,USA,USA,USA,USA,USA,NA,NA,NA,NA,,,PR,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter of 2,Son,Son,Son,NA,NA,NA,NA,NA,NA,27,27,9,6,6,4,NA,NA,NA,NA,NA,NA,6,Puerto Rican,1,6,9,9,386.4,3380,535.8,11.43195266,15.85207101,6,1,1.00 or less
3262908762-60101-019_3262908762-60101-020,Apartment,6,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,3,13,30,NA,2600,NA,NA,NA,6,0.5,1.00 or less
3262908917-60102-001_3262908917-60102-002,Apartment,4,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,4,0.75,1.00 or less
3262908917-60102-003_3262908917-60102-004,Apartment,6,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,18,25,720,3600,804,20,22.33333333,6,0.333333333,1.00 or less
3262911388-61003-001_3262911388-61003-002,Rooming,4,USA,USA,USA,USA,USA,USA,USA,USA,NA,NA,,,USA,USA,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,Husband,Wife,Daughter,Son,Daughter,Daughter,Daughter,Son,NA,NA,NA,NA,33,33,12,10,9,6,4,2,NA,NA,NA,NA,8,Negro,0,0,5,12,1560,NA,1560,NA,NA,4,2,1.51 or more
3262911388-61003-003_3262911388-61003-004,Rooming,4,PR,PR,PR,PR,PR,PR,PR,PR,PR,USA,,,PR,PR,PR,PR,PR,PR,PR,PR,PR,USA,NA,NA,H,Wife,Son,Daughter,Daughter,Daughter,Daughter,Son,Son,Son,NA,NA,44,44,20,18,15,14,9,8,6,4,NA,NA,10,Puerto Rican,1,10,3,7,1690,NA,1690,NA,NA,4,2.5,1.51 or more
3262911388-61003-005_3262911388-61003-006,Rooming,4,PR,PR,PR,PR,PR,USA,NA,NA,NA,NA,,,PR,PR,PR,PR,PR,USA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,Son,Son,NA,NA,NA,NA,NA,NA,47,38,15,14,12,5,NA,NA,NA,NA,NA,NA,6,Puerto Rican,1,6,NA,NA,1690,NA,1690,NA,NA,4,1.5,1.01 to 1.50
3262911388-61003-007_3262911388-61003-008,Rooming,2,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,36,27,4,3,1,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,NA,7,1125.8,NA,1125.8,NA,NA,2,2.5,1.51 or more
3262911388-61003-009_3262911388-61003-010,Rooming,4,PR,PR,PR,PR,PR,USA,USA,USA,NA,NA,,,PR,PR,PR,PR,PR,USA,USA,USA,NA,NA,NA,NA,head - wife,Husband,Son,Daughter,Daughter,Daughter,Son,Daughter,NA,NA,NA,NA,27,48,9,8,7,5,4,1,NA,NA,NA,NA,8,Puerto Rican,1,8,2,NA,1690,NA,1690,NA,NA,4,2,1.51 or more
3262911388-61003-011_3262911388-61003-012,Rooming,2.5,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,3,4,NA,1040,NA,1040,NA,NA,2.5,1.2,1.01 to 1.50
